compound_id,smiles,formula,molecular_weight,n_heavy_atoms,n_chiral_centers
C08962,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)CC[C@]21C,C48H76O18,940.5031655920004,66,23
C08963,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C48H78O18,942.5188156560002,66,23
C08964,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C36H56O9,632.3924333719999,45,13
C08965,[H][C@]12C[C@]3(C)C(=CC[C@]4([H])[C@@]5(C)CC[C@H](O)C(C)(C)[C@]5([H])CC[C@]43C)[C@@H]3C[C@@]1(C)CC[C@@]32C(=O)O,C29H44O3,440.329045268,32,10
C08966,[H][C@]12C[C@]3(C)C(=CC[C@]4([H])[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@]5([H])CC[C@]43C)[C@@H]3C[C@@]1(C)CC[C@@]32C(=O)O,C40H60O13,748.4033919799999,53,19
C08967,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C)C=C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H]2O)[C@]1(C)CO,C65H104O31,1380.656156548,96,38
C08968,[H][C@]12CC=C3[C@]4([H])C[C@@](C)(C(=O)OC)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@]1(C)CO,C36H56O11,664.382262612,47,15
C08969,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](O)[C@H](O)[C@]4(CO)C[C@H](O)[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)CC[C@]21C,C41H68O13,768.465992236,54,20
C08970,[H][C@]12CC[C@]34OC[C@@]5(CCC(C)(C)C[C@]53[H])[C@H](O)C[C@@]4(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]21C,C54H88O23,1104.5716390760003,77,30
C08971,[H][C@]12[C@H](O)C=C3[C@]4([H])CC(C)(C)C(=O)C[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)C(=O)CC[C@]21C,C30H44O5,484.318874508,35,8
C08972,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)C=O,C30H46O5,486.334524572,35,10
C08973,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](OS(=O)(=O)[O-])CC[C@]21C,C54H87O26S-,1183.5211774839102,81,28
C08974,COc1cc(O)c(-c2cc3c(cc(OC)c(O)c3)o2)cc1,C16H14O5,286.08412354800004,21,0
C08975,[H][C@]12C=C[C@]34OC[C@@]5(CCC(C)(C)C[C@]53[H])[C@@H](O)C[C@@]4(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@]1(C)CO,C42H68O13,780.4659922360001,55,21
C08976,[H][C@]12C=CC3=C4CC(C)(C)CC[C@]4(CO)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)CC[C@]21C,C48H78O17,926.523901036,65,23
C08977,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O[C@@H]4O[C@H](C)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H](O[C@@H]5O[C@@H](C)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@@H]3OC[C@@H](O[C@@H]4OC[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@]1(C)C=O,C87H138O49,1966.830670795998,136,56
C08978,[H][C@]12CC=C3[C@@](CO)(CC[C@@]4(C(=O)O[C@@H]5O[C@H](C)[C@H](OC(=O)/C=C/c6cc(OC)c(OC)cc6)[C@H](O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5O)CCC(C)(C)C[C@@]34[H])[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@]1(C)C(=O)O,C70H104O32,1456.6510711679996,102,34
C08979,C=C(C)[C@@H]1Oc2c(cc(C(C)=O)cc2)[C@H]1O,C13H14O3,218.094294308,16,2
C08980,[H][C@]12CC=C3[C@]4([H])CC(C)(C)C[C@@H](O)[C@]4(C)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@]1(C)CO,C30H50O3,458.37599546,33,10
C08981,C=C(C)[C@@H]1Oc2c(cc(C(C)=O)cc2)[C@H]1OC(=O)/C(C)=C\C,C18H20O4,300.13615912,22,2
C08982,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](O)[C@@H](O[C@@H]5OC[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O)[C@]4(C)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@]1(C)CO,C59H96O29,1268.603727052,88,35
C08983,[H][C@]12CC=C3[C@]4([H])CC(C)(C)C[C@@H](O)[C@]4(C)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@]1(C)CO,C48H78O18,942.5188156560002,66,25
C08984,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)CC[C@]21C,C42H66O14,794.445256792,56,18
C08985,[H][C@]1([C@H](C)[C@@H](O)CC=C(C)C)[C@@H](O)C[C@@]2(C)[C@@]3([H])CC[C@]4([H])[C@@]5(CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@]4(C)CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C[C@@]35CC[C@]12C,C42H70O14,798.47655692,56,22
C08986,[H][C@]12CC=C3[C@]4([H])CC(C)(C)[C@@H](OC(=O)/C(C)=C\C)[C@H](OC(C)=O)[C@]4(CO)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@]1(C)CO,C59H92O27,1232.582597684,86,30
C08987,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]45CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@H](OC(=O)C[C@](C)(O)CC(=O)O[C@@H]3[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O[C@H]4[C@@H](OC[C@H](O)[C@@H]4O)OC5=O)O[C@H]3C)[C@H](O)[C@H]2O)[C@@]1(C)CO,C63H98O29,1318.6193771159997,92,33
C08988,[H][C@]12CC=C3[C@@](C)(CC[C@@]4(C(=O)O)CC[C@@H](C)[C@H](C)[C@@]34[H])[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C,C30H48O3,456.360345396,33,10
C08989,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CCC4(C(=O)O[C@@H]4O[C@H](C)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H]5O)[C@@H](O)[C@H]4O)[C@H](O)C[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@]1(C)CO,C59H96O27,1236.613897812,86,35
C08990,[H][C@]12CC=C3[C@]4([H])C[C@@](C)(C(=O)OC)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)CC[C@]21C,C43H68O15,824.4558214760001,58,19
C08991,[H][C@]12CC[C@@]3([H])[C@]4(CO[C@@]5(C4)O[C@@]([H])(C=C(C)C)C[C@](C)(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC(C)=O)[C@H]4OC(C)=O)[C@@]53[H])[C@]1(C)CC[C@@]1([H])C(C)(C)[C@@H](O[C@@H]3OC[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)CC[C@]21C,C51H80O18,980.5344657200002,69,25
C08992,C=C(C)[C@H]1Cc2c(ccc(C(C)=O)c2)O1,C13H14O2,202.099379688,15,1
C08993,COc1ccc2cc(-c3c(OC)cc(O)cc3)oc2c1,C16H14O4,270.089208928,20,0
C08994,CC(=O)Cc1cc(=O)c2c(o1)c([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c(O)cc2C,C19H22O9,394.12638228399993,28,5
C08995,COc1cc2c(c(O)c1)c(O)c1c(=O)cc(C)oc1c2-c1c(OC)c2c(cc1OC)cc1oc(C)cc(=O)c1c2O,C31H24O10,556.136946968,41,0
C08996,Cc1cc(=O)c2c(cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2O)o1,C16H18O9,354.09508215599993,25,5
C08997,CCCC(=O)c1c2OC(C)(C)C=Cc2c(O)c(Cc2c(OC)c(C)c(O)c(C(C)=O)c2O)c1O,C26H30O8,470.1940679199999,34,0
C08998,CCCCCc1cc2c(C=CC(C)(CCC=C(C)C)O2)c(O)c1,C21H30O2,314.2245802,23,1
C08999,COc1c(O)c2c(cc1O)oc(Oc1ccc(O)cc1)cc2=O,C16H12O7,316.058302724,23,0
C09000,COc1c2c(=O)cc(CO)oc2cc2c1C[C@@H](C(C)(C)O)O2,C16H18O6,306.11033829599995,22,1
C09001,O=c1ccoc2cc(O)cc(O)c12,C9H6O4,178.026608672,13,0
C09002,CC(C)=CCc1c2oc(C)cc(=O)c2c(O)c2c1OC(C)(C)C=C2,C20H22O4,326.151809184,24,0
C09003,CC(C)=CCc1c2OC(C)(C)C=Cc2cc(C(=O)O)c1,C17H20O3,272.1412445,20,0
C09004,CCC(=O)C1=C(O)C(C)(C)C(O)=C(Cc2c(O)c(C(=O)CC)c3OC(C)(C)C=Cc3c2O)C1=O,C26H30O8,470.1940679199999,34,0
C09005,COc1c(C(C)=O)cc2C=CC(C)(C)Oc2c1,C14H16O3,232.109944372,17,0
C09006,CC(=O)c1c(O)cc2OC(C)(C)C=Cc2c1,C13H14O3,218.094294308,16,0
C09007,O=c1cc(CCc2ccccc2)oc2c1cccc2,C17H14O2,250.099379688,19,0
C09008,O=c1oc2c(cccc2)c2c1c(=O)c1ccccc1o2,C16H8O4,264.042258736,20,0
C09009,COc1c(Cc2c(O)c(C(=O)C(C)C)c3OC(C)(C)C=Cc3c2O)c(O)c(C(C)=O)c(O)c1C,C26H30O8,470.1940679199999,34,0
C09010,COc1c2oc(C)cc(=O)c2c(OC)c2c1occ2,C14H12O5,260.06847348400004,19,0
C09011,COc1c2c(=O)cc(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)oc2cc2c1cco2,C19H20O10,408.1056468399999,29,5
C09012,CCc1coc2c(c(O)cc(O)c2)c1=O,C11H10O4,206.0579088,15,0
C09013,COc1c(Cc2c(O)c(C(C)=O)c3OC(C)(C)C=Cc3c2O)c(O)c(C(C)=O)c(O)c1C,C24H26O8,442.1627677919999,32,0
C09014,COc1c2c(=O)cc(C)oc2c2C=CC(C)(C)Oc2c1,C16H16O4,272.104858992,20,0
C09015,COc1c(C(C)=O)cc2C=CC(C)(C)Oc2c1OC,C15H18O4,262.120509056,19,0
C09016,COc1c2c(=O)cc(C)oc2cc2c1C[C@@H](C(C)(C)O)O2,C16H18O5,290.115423676,21,1
C09017,COc1ccc2C=CC(C)(C)Oc2c1,C12H14O2,190.099379688,14,0
C09018,COc1c(OC)cc2OC(C)(C)C=Cc2c1,C13H16O3,220.109944372,16,0
C09019,[H][C@@]12CC[C@@]34CCCN5CC[C@]1(c1ccccc1N2C(C)=O)[C@]53OCC4,C21H26N2O2,338.199428072,25,4
C09020,[H][C@]12[C@@H](O)OC=C(C(=O)OC)[C@@]1([H])Cc1nc(C(=O)O)cc3c1n(c1ccc(O)cc31)[C@@H]2C,C22H20N2O7,424.12705098,31,4
C09021,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4c3cccc4)C(=O)C[C@H]1C2CO,C20H24N2O2,324.18377800799993,24,3
C09022,[H]C1(CO)[C@@H]2Cc3c(n(C)c4ccccc34)[C@]3([H])C[C@H]1/C(=C\C)CN23,C20H24N2O,308.188863388,23,5
C09023,[H][C@@]12Cc3c[nH]c4c3c(ccc4)[C@@]1([H])C=C(C)CN2C,C16H18N2,238.146998576,18,2
C09024,[H][C@@]12C[C@]3([H])C(C(=O)OC)=CO[C@@H](C)[C@@]3([H])CN1CCc1c2[nH]c2ccccc12,C21H24N2O3,352.178692628,26,4
C09025,[H][C@@]12C[C@]3([H])N(CC[C@]34C(=C1C(=O)OC)Nc1c4cccc1)C/C2=C/C,C20H22N2O2,322.168127944,24,3
C09026,[H][C@@]12C[C@H]3/C(=C\C)CN1[C@@H](Cc1c2[nH]c2ccccc12)C3(CO)C(=O)OC,C21H24N2O3,352.1786926279999,26,5
C09027,[H][C@@]12C[C@@H]3/C(=C\C)CN1CC[C@@]14c5cc(O)ccc5N(C)[C@]12OCC34C(=O)OC,C22H26N2O4,382.18925731199994,28,5
C09028,[H][C@@]12C[n+]3ccc4c(c3C[C@]1([H])C(C(=O)OC)=CO[C@H]2C)[n-]c1ccccc14,C21H20N2O3,348.1473925,26,3
C09029,CC1(C)C=Cc2c(cc(O)c3c2oc(CO)cc3=O)O1,C15H14O5,274.084123548,20,0
C09030,Cc1cc(=O)c2c(O)c3c(cc2o1)OCC(O)(CO)C=C3,C15H14O6,290.079038168,21,1
C09031,CC(C)=CCc1c2oc(CO)cc(=O)c2cc2c1OC(C)(C)C=C2,C20H22O4,326.151809184,24,0
C09032,C=Cc1c2cc3-c4c(CCn3c(=O)c2cnc1)c1ccccc1[nH]4,C20H15N3O,313.1215121,24,0
C09033,[H][C@]1([C@@H](C=C)CO)CCN2CCc3c([nH]c4ccccc34)[C@]2([H])C1,C19H24N2O,296.188863388,22,3
C09034,[H][C@]12N3CC[C@]4([H])OC(=O)C[C@]14CC(C(=O)OC)=C1Nc4c(cccc4)[C@@]12CC3,C21H22N2O4,366.157957184,27,4
C09035,[H][C@]12c3c4CCN1CCC[C@@]2(CC)C=C(C(=O)OC)n3c1ccccc41,C21H24N2O2,336.18377800800005,25,2
C09036,C=C1c2c(C[N@]3CC[C@H]1/C(=C\C)C3)c1c(cccc1)[nH]2,C18H20N2,264.16264864,20,2
C09037,[H][C@@]12C[C@]3([H])C(C(=O)OC)=CO[C@@H](C)[C@]3([H])CN1CCc1c2[nH]c2c1cc(OC)cc2,C22H26N2O4,382.189257312,28,4
C09038,[H][C@@]12CC[C@@]34CCCN5CC[C@]1(c1cc(OC)c(OC)c(O)c1N2C(=O)CC)[C@]53OCC4,C24H32N2O5,428.231122124,31,4
C09039,[H][C@@]12C[C@@H](/C(=C/C)CN1)C(CO)(C(=O)OC)[C@@]13CCO[C@]12Nc1ccccc13,C21H26N2O4,370.18925731200005,27,5
C09040,[H][C@]12N3CCC[C@]14CC[C@]1([C@H](C(=O)OC)C4)N(C=O)c4ccccc4[C@]21CC3,C22H26N2O3,366.194342692,27,5
C09041,[H][C@@]12CCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@]4([H])C1)[C@@]3([H])/C2=C/C,C21H26N2O2,338.19942807200005,25,4
C09042,[H][C@@]12N3CCC[C@]1(CC)CC[C@@]1([H])N(C(C)=O)c4c(cccc4OC)[C@@]21CC3,C22H30N2O2,354.2307282,26,4
C09043,[H][C@]12C=C(C)CC(C)(C)[C@]1([H])[C@@]([H])(c1c(CCN(C)C)c3c(cccc3)[nH]1)[C@]13CCN(C)[C@]21Nc1c3cccc1,C33H42N4,494.3409473440001,37,5
C09044,COc1c(C)c2cc3c(c(O)c2c(O)c1)c(=O)cc(C)o3,C16H14O5,286.084123548,21,0
C09045,[H][C@@]12N3CC[C@]14C(=C(C(=O)OC)C[C@]2([C@H](C)O)CC(=O)C3)Nc1c4cccc1,C21H24N2O4,368.17360724800005,27,4
C09046,[H][C@@]12C[n+]3ccc4c(c3C[C@]1([H])C(C(=O)OC)=CO[C@H]2C)[n-]c1cc(OC)c(OC)cc14,C23H24N2O5,408.168521868,30,3
C09047,COc1cc2cc3c(c(O)c2c(O)c1)c(=O)cc(C)o3,C15H12O5,272.068473484,20,0
C09048,Cc1cc(=O)c2c3OC(C)(C)C=Cc3c3OC(C)(C)C=Cc3c2o1,C20H20O4,324.13615911999995,24,0
C09049,COc1c2c(=O)cc(C)oc2cc2c1cco2,C13H10O4,230.0579088,17,0
C09050,[H][C@@]12CC[C@]([H])(c3c(O)ccc4c3[nH]c3c4CC[N@@]4C[C@H]5C[C@H](CC)[C@@]4([H])[C@@]3(C(=O)OC)C5)n3c1c(CCN2)c1c3cccc1,C35H40N4O3,564.3100411400001,42,7
C09051,[H][C@@]1(C(=O)c2c[nH]c3c2cccc3)N[C@H](C=C(C)C)C[C@]1(C)C=C,C20H24N2O,308.188863388,23,3
C09052,[H][C@]1(C(=O)c2c[nH]c3c2cccc3)N=C(C)C[C@]1(C)C=C,C17H18N2O,266.141913196,20,2
C09053,CC(C)=CCc1c2ccc(=O)oc2c(O)c2c1cco2,C16H14O4,270.089208928,20,0
C09054,CC(C)=CC1c2c(CCN1C)c1ccccc1[nH]2,C16H20N2,240.16264864,18,1
C09055,[H][C@]12CCC[C@]3(CO3)[C@]1(COC(C)=O)[C@@H](OC(C)=O)C(=O)[C@@H](C)[C@]21C[C@@H](c2cocc2)OC1=O,C24H28O9,460.1733324759999,33,7
C09056,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)c2c(cc(O)cc2)oc1=O,C24H30O4,382.21440943999994,28,0
C09057,[H][C@@]12C(C)=CCC1=C(C)CC[C@@]([H])([C@H](C)CCC1OC1(C)C)[C@H]2O,C20H32O2,304.24023026399993,22,5
C09058,[H][C@]12CCC[C@]3(CO3)[C@]1(COC(C)=O)[C@@H](OC(C)=O)C[C@@H](C)[C@]2(C)CCC1=CC(=O)OC1,C24H34O7,434.230453428,31,6
C09059,[H][C@@]12OC(=O)/C(=C/O[C@H]3C=C(C)C(=O)O3)[C@]1([H])[C@@H](OC(C)=O)C1=C2C(C)(C)CCC1,C21H24O7,388.152203108,28,4
C09060,O=c1ccc2ccc3occc3c2o1,C11H6O3,186.031694052,14,0
C09061,[H][C@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(=O)O)c1c(C)cccc12,C18H20O3,284.1412445,21,4
C09062,[H][C@]12[C@H](C(=O)O)C3=C[C@H]4CC[C@@]3([C@@H](O)C4=C)[C@]13CC[C@H](O)[C@@]2(C)C(=O)O3,C19H22O6,346.14163842399995,25,8
C09063,[H][C@@]12CC[C@@H]3[C@@H](OC(=O)CC)[C@@]1(C[C@@H](O)[C@]1(O)C(C)(C)[C@@H](O)C[C@@]1([H])C2=C)C[C@@]3(C)O,C23H36O6,408.251188872,29,9
C09064,[H][C@@]12CC[C@@H]3C[C@@]1(CC[C@]1([H])[C@H](C(=O)O)C[C@@H](O[C@@H]4O[C@H](CO)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H]4OC(=O)CC(C)C)C[C@@]21C)[C@@H](O)C3=C.[K+].[K+],C30H44K2O16S2,802.1344906879999,50,13
C09065,[H][C@@]12C=C(C)C(=O)[C@@]1(O)[C@H](O)[C@@]1(CO)O[C@@]1([H])[C@]1([H])[C@]2(O)[C@H](C)C[C@@]2(OC(=O)CCCCCCCCCCC)C(C)(C)[C@@]12[H],C32H50O8,562.35056856,40,10
C09066,[H][C@@]12CC[C@@H]3C[C@@]1(CC[C@]1([H])c4c(CC[C@@]21C)occ4)C[C@]3(O)CO,C20H28O3,316.20384475599997,23,6
C09067,[H][C@@]12CC(=O)C3=C(C(=O)[C@@]4([H])O[C@@]4(C(C)(C)O)C3)[C@@]1(C)CCCC2(C)C,C20H28O4,332.198759376,24,4
C09068,[H]C(C)(CC)C(=O)OC[C@@]1(C)[C@]2(OC(=O)Cc3ccccc3)C[C@@H](C)[C@]3(O)[C@]4([H])C=C(C)C(=O)[C@@]4(O)CC(COC(C)=O)=C[C@@]3([H])[C@]12[H],C35H44O9,608.298532988,44,9
C09069,[H][C@@]12C[C@@H]3OC(=O)[C@@]1(CCCC2(C)C)c1c3cc(C(C)C)c(O)c1O,C20H26O4,330.18310931199994,24,3
C09070,[H][C@@]12OC=C[C@]1([H])C[C@@]([H])([C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@]3(COC(C)=O)[C@]1([H])CC[C@@H](OC(C)=O)[C@]31CO1)O2,C26H36O9,492.23593273199987,35,10
C09071,[H][C@]12CC[C@@H](O)[C@](C)(O)[C@]1(C)C[C@@H](OC(C)=O)[C@@H](C)[C@]2(C=O)C[C@@H](O)c1cocc1,C22H32O7,408.214803364,29,8
C09072,C/C1=C\[C@H](O)C[C@](C)(O)/C=C/[C@H](C(C)C)CC/C(C)=C/CC1,C20H34O2,306.255880328,22,3
C09073,[H][C@]12O[C@@]1([H])[C@H]1OC(=O)[C@]2(O)[C@]2(C)CC[C@@]3([H])C(=O)O[C@@H](c4cocc4)C[C@@]3(C)[C@]12[H],C20H22O7,374.136553044,27,9
C09074,[H][C@@]12OC=C[C@]1([H])C[C@@]([H])([C@@]1(C)C(C)=C[C@H](OC(C)=O)[C@]3(COC(C)=O)[C@]1([H])C[C@@H](O)[C@H](OC(=O)[C@@](C)(CC)OC(C)=O)[C@]31CO1)O2,C31H42O12,606.267626784,43,11
C09075,[H][C@@]12OC=C[C@]1([H])C[C@@]([H])([C@@]1(C)[C@H](C)C[C@H](OC(C)=O)[C@@]3(COC(C)=O)[C@]4(CCC[C@]13[H])CO4)O2,C24H34O7,434.2304534279999,31,9
C09076,[H][C@@]12[C@H](O)[C@H](OC(C)=O)[C@@]3(C)O[C@@](C)(C=C)CC(=O)[C@]3(O)[C@@]1(C)[C@@H](O)CCC2(C)C,C22H34O7,410.230453428,29,8
C09077,[H][C@@]12[C@H]3C=C[C@](O)(C(=O)O3)[C@]1(C)CC[C@@]1([H])C(=O)O[C@H](c3cocc3)C[C@@]21C,C20H22O6,358.14163842399995,26,7
C09078,[H][C@@]12CC[C@](O)(COC)/C1=C/[C@@]1(C)CCC(C(C)C)=C1[C@@H](O[C@H]1O[C@H](COC)[C@@H](O[C@](C)(CO)[C@]3([H])CO3)[C@H](O)[C@H]1O)[C@H](O)[C@@H]2C,C33H54O11,626.3666125479999,44,13
C09079,[H][C@]12C[C@@H](O)C(CO)=CC(=O)[C@]1(C)CC[C@@]1(C)CCC(C(C)C)=C12,C20H30O3,318.21949482,23,4
