id,reaction,ec,module,orthology,pathway,rclass,rhea,balanced_els_stars,balancer_failed,bool_missing_data,bool_var_list,comment,cpd_starred,flags,name,remark,smarts,CBRdb_C_ids
R03123,1 C00005 + 1 C00080 + 1 C00974 <=> 1 C00006 + 1 C03648,1.1.1.219,M00138,K13082,rn00941 rn01100 rn01110,RC00001__C00005_C00006 RC00235__C00974_C03648, 23019,True,False,False,False,dihydrokaempferol 4-reductase,False,,"cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase",,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1c2c(cc(O)cc2O)O[C@H](c2ccc(O)cc2)[C@H]1O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.Oc1ccc([C@H]2Oc3c(c(O)cc(O)c3)[C@H](O)[C@@H]2O)cc1,C00005 C00006 C00080 C00974 C03648
R03126,1 C00001 + 1 C00011 + 1 C00042 + 1 C05903 <=> 1 C00007 + 1 C00026 + 1 C00974,1.14.20.6,,K05278,rn00941 rn01100 rn01110,RC00657__C00974_C05903, 61135,True,False,False,False,Dihydrokaempferol dioxygenase;flavonol synthase,False,,"dihydroflavonol,2-oxoglutarate:oxygen oxidoreductase",,[H]O[H].O=C=O.O=C(O)CCC(=O)O.O=c1c(O)c(-c2ccc(O)cc2)oc2c1c(O)cc(O)c2>>O=O.O=C(O)CCC(=O)C(=O)O.O=C1c2c(cc(O)cc2O)O[C@H](c2ccc(O)cc2)[C@H]1O,C00001 C00007 C00011 C00026 C00042 C00974 C05903
R03127,1 C00011 + 1 C01146 <=> 1 C00975,4.1.1.54,,,rn00630 rn01100,RC00853__C00975_C01146, 13848,True,False,False,False,,False,,dihydroxyfumarate carboxy-lyase,,O=C=O.O=CC(O)C(=O)O>>O=C(O)/C(O)=C(\O)C(=O)O,C00011 C00975 C01146
R03128,1 C00975 <=> 1 C03459,,,,rn00630 rn01100,RC00854__C00975_C03459,,True,False,False,False,non-enzymatic,False,,,,O=C(O)/C(O)=C(\O)C(=O)O>>O=C(O)C(=O)C(O)C(=O)O,C00975 C03459
R03129,1 C00035 + 1 C01768 <=> 1 C00976 + 1 C01768,2.4.1.33,,,,RC00005__C00035_C00976, 15640,False,False,False,False,C5-epimerization is also required for L-guluronate unit formation (see R08692+R08693),True,,GDP-D-mannuronate:alginate D-mannuronyltransferase,,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.*O[C@@H]1C(C(=O)O)OC(*)[C@@H](O)[C@H]1O>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.*O[C@@H]1C(C(=O)O)OC(*)[C@@H](O)[C@H]1O,C00035 C00976 C01768
R03130,1 C00019 + 1 C00978 <=> 1 C00021 + 1 C01598,2.1.1.4,M00037 M00936,K00543 K13066 K22588,rn00380 rn01100 rn01110,RC00003__C00019_C00021 RC00392__C00978_C01598, 15576,True,False,False,False,,False,,S-adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase,,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1O.CC(=O)NCCc1c[nH]c2ccc(O)cc12>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O.COc1ccc2[nH]cc(CCNC(C)=O)c2c1,C00019 C00021 C00978 C01598
R03131,1 C00033 + 1 C03584 <=> 1 C00106 + 1 C00979,2.5.1.53,,,,RC00020__C00033_C00979 RC00856__C00106_C03584, 11499,True,False,False,False,,False,,O3-acetyl-L-serine:uracil 1-(2-amino-2-carboxyethyl)transferase,,CC(=O)O.N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O>>O=c1cc[nH]c(=O)[nH]1.CC(=O)OC[C@H](N)C(=O)O,C00033 C00106 C00979 C03584
R03132,1 C00033 + 1 C05824 <=> 1 C00080 + 1 C00320 + 1 C00979,2.5.1.144,,K12339 K22846,rn00270 rn01100 rn01230,RC00020__C00033_C00979 RC02876__C00979_C05824, 30894,True,False,False,False,,False,,O-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase,,CC(=O)O.N[C@@H](CSS(=O)(=O)O)C(=O)O>>[H+].O=S(=O)(O)[S-].CC(=O)OC[C@H](N)C(=O)O,C00033 C00080 C00320 C00979 C05824
R03133,1 C00033 + 1 C01513 <=> 1 C00371 + 1 C00979,2.5.1.50,,,rn00908 rn01110,RC00020__C00033_C00979 RC00856__C00371_C01513, 17336,True,False,False,False,,False,,O-acetyl-L-serine acetate-lyase (adding N6-substituted adenine),,CC(=O)O.C/C(=C\CNc1ncnc2c1ncn2C[C@@H](N)C(=O)O)CO>>[H]/C(CNc1c2nc[nH]c2ncn1)=C(/C)CO.CC(=O)OC[C@H](N)C(=O)O,C00033 C00371 C00979 C01513
R03134,1 C00033 + 1 C01162 <=> 1 C00481 + 1 C00979,2.5.1.51,,,,RC00020__C00033_C00979 RC00164__C00481_C01162, 13120,True,False,False,False,,False,,O3-acetyl-L-serine:pyrazole 1-(2-amino-2-carboxyethyl)transferase,,CC(=O)O.N[C@@H](Cn1cccn1)C(=O)O>>c1c[nH]nc1.CC(=O)OC[C@H](N)C(=O)O,C00033 C00481 C00979 C01162
R03135,1 C00007 + 1 C00980 <=> 1 C00027 + 1 C01166,1.1.3.30,,,,RC02755__C00007_C00027, 21691,False,False,False,False,,True,,polyvinyl-alcohol:oxygen oxidoreductase,,O=O.*CC(*)O>>OO.*CC(*)O,C00007 C00027 C00980 C01166
R03136,1 C00080 + 1 C00126 + 1 C01166 <=> 1 C00125 + 1 C00980,1.1.2.6,,K05889,,RC00016__C00125_C00126, 20160,False,False,False,False,,True,,polyvinyl-alcohol:(acceptor) oxidoreductase,,[H+].*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4/C=C5\N=C(/C=c6/c(CCC(=O)O)c(C)/c(=C/C1=N2)[n]6[Fe][n]43)C(CCC(=O)O)=C5C)NC(*)=O.*CC(*)O>>*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4/C=C5\N=C(/C=c6/c(CCC(=O)O)c(C)/c(=C/C1=N2)[n]6[Fe+][n]43)C(CCC(=O)O)=C5C)NC(*)=O.*CC(*)O,C00080 C00125 C00126 C00980 C01166
R03137,1 C00007 + 1 C00982 <=> 1 C00011 + 1 C03717,1.13.12.5,,,,RC00857__C00982_C03717, 14768,True,False,False,False,,False,,coelenterazine h:oxygen 2-oxidoreductase (decarboxylating),,O=O.O=c1c(Cc2ccccc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn-21>>O=C=O.O=C(Cc1ccccc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1,C00007 C00011 C00982 C03717
R03138,1 C00053 + 1 C00982 <=> 1 C00054 + 1 C02555,2.8.2.10,,,,RC00007__C00053_C00054 RC03117__C00982_C02555, 20484,True,False,False,False,,False,,3'-phosphoadenylylsulfate:renilla luciferin sulfotransferase,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O.O=c1c(Cc2ccccc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn-21>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O.O=S(=O)(O)Oc1c(Cc2ccccc2)nc2c(Cc3ccccc3)nc(-c3ccc(O)cc3)cn12,C00053 C00054 C00982 C02555
R03139,1 C00001 + 1 C00007 + 1 C00986 <=> 1 C00014 + 1 C00027 + 1 C05665,1.4.3.21 1.4.3.22,,K00276,rn00410 rn01100,RC00062__C00986_C05665 RC02755__C00007_C00027, 30898,True,False,False,False,,False,,primary-amine oxidase,,[H]O[H].O=O.NCCCN>>[H]N([H])[H].OO.NCCC=O,C00001 C00007 C00014 C00027 C00986 C05665
R03140,1 C00007 + 1 C01182 <=> 1 C00197 + 1 C00988,4.1.1.39,M00532 M00968,K01601 K01602,rn00630 rn01100 rn01110 rn01200,RC00172__C00197_C01182 RC00859__C00988_C01182, 36634,True,False,False,False,ribulose-bisphosphate carboxylase (see R00024) also utilizes O2 instead of CO2,False,,"D-ribulose 1,5-bisphosphate oxygenase",,O=O.O=C(COP(=O)(O)O)[C@H](O)[C@H](O)COP(=O)(O)O>>O=C(O)[C@H](O)COP(=O)(O)O.O=C(O)COP(=O)(O)O,C00007 C00197 C00988 C01182
R03145,1 C00001 + 1 C00022 + 1 C00399 <=> 1 C00011 + 1 C00033 + 1 C00390,1.2.5.1,,K00156,rn00620 rn01100,RC00061__C00390_C00399 RC00860__C00022_C00033,,True,False,False,False,previously called pyruvate:ferricytochrome-b1 oxidoreductase (ec 1.2.2.2);ubiquinol is re-oxidized by ferricytochrome in respiratory chain,False,,pyruvate:ubiquinone oxidoreductase,,[H]O[H].CC(=O)C(=O)O.COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O>>O=C=O.CC(=O)O.COc1c(OC)c(O)c(C/C=C(\C)CCC=C(C)C)c(C)c1O,C00001 C00011 C00022 C00033 C00390 C00399
R03148,1 C00014 + 1 C01171 <=> 1 C00738 + 1 C02306,2.7.1.62,,,,RC00078__C00738_C01171, 10975,True,False,False,False,general reaction (see R08514),False,general,phosphoramidate:hexose 1-phosphotransferase,,[H]N([H])[H].O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O>>OCC1OC(O)C(O)C(O)C1O.NP(=O)(O)O,C00014 C00738 C01171 C02306
R03150,1 C00002 + 1 C01003 <=> 1 C00008 + 1 C03875,2.7.11.18,,,,RC00002__C00002_C00008 RC00017__C01003_C03875, 22007,True,False,False,False,,True,,ATP:myosin-light-chain O-phosphotransferase,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.*NC(=O)[C@H](CO)NC(*)=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.*NC(=O)[C@H](COP(=O)(O)O)NC(*)=O,C00002 C00008 C01003 C03875
R03151,1 C00001 + 1 C03875 <=> 1 C00009 + 1 C01003,3.1.3.53,,,,RC00017__C01003_C03875, 12852,True,False,False,False,,True,,[myosin-light-chain]-phosphate phosphohydrolase,,[H]O[H].*NC(=O)[C@H](COP(=O)(O)O)NC(*)=O>>O=P(O)(O)O.*NC(=O)[C@H](CO)NC(*)=O,C00001 C00009 C01003 C03875
R03153,1 C00024 + 1 C02614 <=> 1 C00033 + 1 C01011,2.8.3.11,,,rn00660 rn01100,RC00012__C00024_C00033 RC00014__C01011_C02614,,True,False,False,False,"first step of two-step reaction (R03153+R00237, R00325, ec 4.1.3.22)",False,,acetyl-CoA:citramalate CoA-transferase,,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O.C[C@](O)(CC(=O)O)C(=O)O>>CC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@](C)(O)C(=O)O,C00024 C00033 C01011 C02614
R03154,1 C00042 + 1 C01011 <=> 1 C00091 + 1 C02614,2.8.3.22,,K14471 K14472 K18289,rn00660 rn01100,RC00014__C00042_C00091, 38290,True,False,False,False,,False,,succinyl-CoA:(S)-citramalate CoA-transferase,,O=C(O)CCC(=O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@](C)(O)C(=O)O>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O.C[C@](O)(CC(=O)O)C(=O)O,C00042 C00091 C01011 C02614
R03155,1 C00005 + 1 C00080 + 1 C01125 <=> 1 C00006 + 1 C01012,1.1.1.168 1.1.1.214 1.1.1.358,,,,RC00001__C00005_C00006 RC00155__C01012_C01125, 18984,True,False,False,False,specific for the A-face of NADP+ (ec 1.1.1.168);specific for the B-face of NADP+ (ec 1.1.1.214),False,,(R)-pantolactone:NADP+ oxidoreductase,,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC1(C)COC(=O)C1=O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC1(C)COC(=O)[C@@H]1O,C00005 C00006 C00080 C01012 C01125
R03156,1 C00028 + 1 C01012 <=> 1 C00030 + 1 C01125,1.1.99.27,,,,RC00155__C01012_C01125, 21007,True,False,False,False,,True,,(R)-pantolactone:acceptor oxidoreductase (flavin-containing),,*.CC1(C)COC(=O)[C@@H]1O>>[H]*[H].CC1(C)COC(=O)C1=O,C00028 C00030 C01012 C01125
R03157,1 C00002 + 1 C00010 + 1 C01013 <=> 1 C00008 + 1 C00009 + 1 C05668,6.2.1.-,,K18594,rn00720 rn01120,RC00002__C00002_C00008 RC00004__C00010_C05668 RC00014__C01013_C05668, 67139,True,False,False,False,3-hydroxypropionyl-CoA synthetase (ADP-forming),False,,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.O=C(O)CCO>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=P(O)(O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO,C00002 C00008 C00009 C00010 C01013 C05668
R03158,1 C00001 + 1 C05668 <=> 1 C00010 + 1 C01013,3.1.2.4,M00013,K05605,rn00410 rn00640 rn01100 rn01200,RC00004__C00010_C05668 RC00014__C01013_C05668,,True,False,False,False,,False,,,,[H]O[H].CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO>>CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.O=C(O)CCO,C00001 C00010 C01013 C05668
R03161,1 C00002 + 1 C01019 <=> 1 C00008 + 1 C02985,2.7.1.52,,K05305 K25314 K25315,rn00051 rn00520 rn01100 rn01250,RC00002__C00002_C00008 RC00078__C01019_C02985, 13244,True,False,False,False,,False,,ATP:L-fucose 1-phosphotransferase,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.C[C@@H]1O[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O,C00002 C00008 C01019 C02985
R03162,1 C00001 + 1 C02475 <=> 1 C00069 + 1 C01019,3.2.1.51,,,,RC00529__C00069_C02475 RC00530__C01019_C02475, 12291,True,False,False,False,,True,,alpha-L-fucoside fucohydrolase,,[H]O[H].*O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O>>*O.C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,C00001 C00069 C01019 C02475
R03163,1 C01019 <=> 1 C01721,5.3.1.25 5.3.1.3,,K01818,rn00051 rn01100 rn01120,RC00434__C01019_C01721, 17236,True,False,False,False,,False,,L-fucose aldose-ketose-isomerase,,C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O>>C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,C01019 C01721
R03165,1 C00001 + 1 C01051 <=> 1 C01024,4.2.1.75,M00121 M00846 M00868 M00926,K01719 K13542 K13543,rn00860 rn01100 rn01110 rn01120 rn01240,RC01861__C01024_C01051, 18968,True,False,False,False,,False,,hydroxymethylbilane hydro-lyase(cyclizing),,[H]O[H].O=C(O)CCc1c2Cc3c(CCC(=O)O)c(CC(=O)O)c(Cc4c(CC(=O)O)c(CCC(=O)O)c(Cc5c(CC(=O)O)c(CCC(=O)O)c(Cc(c1CC(=O)O)[nH]2)[nH]5)[nH]4)[nH]3>>O=C(O)CCc1c[nH]c(Cc2c(CCC(=O)O)c(CC(=O)O)c(Cc3c(CCC(=O)O)c(CC(=O)O)c(Cc4c(CCC(=O)O)c(CC(=O)O)c(CO)[nH]4)[nH]3)[nH]2)c1CC(=O)O,C00001 C01024 C01051
R03166,1 C00001 + 1 C05766 <=> 1 C01024,,,,rn00860 rn01100 rn01110,RC00864__C01024_C05766,,True,False,False,False,spontaneous,False,,,,[H]O[H].O=C(O)CCc1c2Cc3c(CC(=O)O)c(CCC(=O)O)c(Cc4c(CC(=O)O)c(CCC(=O)O)c(Cc5c(CC(=O)O)c(CCC(=O)O)c(Cc(c1CC(=O)O)[nH]2)[nH]5)[nH]4)[nH]3>>O=C(O)CCc1c[nH]c(Cc2c(CCC(=O)O)c(CC(=O)O)c(Cc3c(CCC(=O)O)c(CC(=O)O)c(Cc4c(CCC(=O)O)c(CC(=O)O)c(CO)[nH]4)[nH]3)[nH]2)c1CC(=O)O,C00001 C01024 C05766
R03168,1 C00010 + 1 C03955 <=> 1 C00024 + 1 C01028,2.3.1.102,M00918,K03896,rn00997 rn01100 rn01110 rn01120,RC00004__C00010_C00024 RC00865__C01028_C03955, 22391,True,False,False,False,,False,,acetyl-CoA:N6-hydroxy-L-lysine 6-acetyltransferase,,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.CC(=O)N(O)CCCC[C@H](N)C(=O)O>>CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O.N[C@@H](CCCCNO)C(=O)O,C00010 C00024 C01028 C03955
R03172,1 C00028 + 1 C15980 <=> 1 C00030 + 1 C03345,1.3.8.1 1.3.8.5 1.3.8.7,,K00248 K00249 K09478 K11410,rn00280 rn01100 rn01110,RC00068__C03345_C15980,,True,False,False,False,,True,,"(S)-2-methylbutanoyl-CoA:acceptor 2,3-oxidoreductase",,*.CC[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O>>[H]*[H].C/C=C(\C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C00028 C00030 C03345 C15980
R03174,1 C00010 + 1 C15979 <=> 1 C15973 + 1 C15980,2.3.1.168,,K09699,rn00280 rn00785 rn01100 rn01110,RC00004__C00010_C15980 RC02870__C15979_C15980,,True,False,False,False,"3-methyl-2-oxobutanoate dehydrogenase complexes:3-methyl-2-oxobutanoate dehydrogenase;a part of multi-step reaction (see R04225+R03174+R07618, possibly identical to R03171);following after R04225",True,,(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase,,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS.*NC(=O)CCCC[C@@H](S)CCSC(=O)[C@@H](C)CC>>*NC(=O)CCCC[C@@H](S)CCS.CC[C@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncnc3N)[C@H](O)[C@@H]1OP(=O)(O)O,C00010 C15973 C15979 C15980
R03176,1 C00003 + 1 C03836 <=> 1 C00004 + 1 C00080 + 1 C01034,1.1.1.145,,,,RC00001__C00003_C00004 RC00144__C01034_C03836, 24079,True,False,False,False,"many enzymes also have delta5-delat4-isomerase activity (see ec 5.3.3.1 or R02644) and convert 3beta-hydroxy-delta5-steroid into 3-oxo-delta4-steroid.;general reaction (see R01837, R02216, R02499, R02840, R03327, R04163, R04678, R04849 and R09920)",False,general,3beta-hydroxy-delta5-steroid:NAD+ 3-oxidoreductase,,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC12CCCC1C1CC=C3C[C@@H](O)CCC3(C)C1CC2>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC12CCCC1C1CC=C3CC(=O)CCC3(C)C1CC2,C00003 C00004 C00080 C01034 C03836
R03177,1 C00001 + 1 C00003 + 1 C02647 <=> 1 C00004 + 1 C00080 + 1 C01035,1.2.1.54,,K12254,rn00330 rn01100,RC00001__C00003_C00004 RC00080__C01035_C02647, 14384,True,False,False,False,,False,,4-guanidinobutanal:NAD+ 1-oxidoreductase,,[H]O[H].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.N=C(N)NCCCC=O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].N=C(N)NCCCC(=O)O,C00001 C00003 C00004 C00080 C01035 C02647
R03178,1 C00011 + 1 C02647 <=> 1 C03771,4.1.1.75,,K12253,rn00330 rn01100,RC00506__C02647_C03771, 11343,True,False,False,False,,False,,2-oxo-5-guanidinopentanoate carboxy-lyase,,O=C=O.N=C(N)NCCCC=O>>N=C(N)NCCCC(=O)C(=O)O,C00011 C02647 C03771
R03180,1 C00001 + 1 C03078 <=> 1 C00014 + 1 C01035,3.5.1.4,,K01426,rn00330 rn01100,RC00010__C01035_C03078, 34378,True,False,False,False,,False,,4-guanidinobutanamide amidohydrolase,,[H]O[H].N=C(N)NCCCC(N)=O>>[H]N([H])[H].N=C(N)NCCCC(=O)O,C00001 C00014 C01035 C03078
R03181,1 C01036 <=> 1 C01061,5.2.1.2,M00044,K01800,rn00350 rn00643 rn01100 rn01120,RC00867__C01036_C01061, 14820,True,False,False,False,,False,,4-maleylacetoacetate cis-trans-isomerase,,O=C(O)/C=C\C(=O)CC(=O)CC(=O)O>>O=C(O)/C=C/C(=O)CC(=O)CC(=O)O,C01036 C01061
R03183,1 C00005 + 1 C00080 + 1 C02670 <=> 1 C00006 + 1 C01040,1.1.1.20,,,rn00053 rn01100,RC00001__C00005_C00006 RC00099__C01040_C02670, 18928,True,False,False,False,,False,,"L-gulono-1,4-lactone:NADP+ 1-oxidoreductase",,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H][C@]1([C@@H](O)C=O)OC(=O)[C@@H](O)[C@H]1O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c4ncnc5N)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H][C@]1([C@@H](O)CO)OC(=O)[C@@H](O)[C@H]1O,C00005 C00006 C00080 C01040 C02670
R03184,1 C00007 + 1 C01040 <=> 1 C00027 + 1 C03289,1.1.3.8,M00129,K00103,rn00053 rn01100,RC00869__C01040_C03289 RC02755__C00007_C00027, 12355,True,False,False,False,"first step of two-step reaction (see R10053, R03184+R00647)",False,,"L-gulono-1,4-lactone:oxygen 2-oxidoreductase",,O=O.[H][C@]1([C@@H](O)CO)OC(=O)[C@@H](O)[C@H]1O>>OO.[H][C@]1([C@@H](O)CO)OC(=O)C(=O)[C@H]1O,C00007 C00027 C01040 C03289
R03185,1 C00028 + 2 C98917 <=> 1 C00030 + 2 C05422,,,,rn00053 rn01100,,,False,False,False,False,,True,,monodehydroascorbate:acceptor oxidoreductase,,*.[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1O>>[H]*[H].[H][C@]1([C@@H](O)CO)OC(=O)C(=O)C1=O,C00028 C00030 C05422 C98917
R03186,1 C00282 + 1 C05422 + 1 C98917 <=> 2 C98917,1.11.1.11,,,rn00053 rn01100,, 30270,True,False,False,False,"spontaneous;second step of two-step reaction (R00644, R09540+R03186)",False,,,,[H][H].[H][C@]1([C@@H](O)CO)OC(=O)C(=O)C1=O.[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1O>>[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1O,C00282 C05422 C98917
