id,reaction,ec,module,orthology,pathway,rclass,rhea,comment,name,overall,remark,CBRdb_C_ids
R11629,1 C00002 + 1 C21512 <=> 1 C00008 + 1 C00009 + 1 C05777,6.4.1.9,M00836,K21612,rn00860 rn01100 rn01110 rn01120 rn01240,, 52907,,"15,17(3)-seco-F430-17(3)-acid cyclo-ligase (ADP-forming)",,,C00002 C00008 C00009 C05777 C21512
R11630,1 C08269 <=> 1 C21513,5.1.1.22,,K21617,,RC03486__C08269_C21513,,,4-hydroxyproline-betaine 2-epimerase,,,C08269 C21513
R11631,1 C10172 <=> 1 C21514,5.1.1.22,,K21617,,RC03486__C10172_C21514, 51887,,proline-betaine 2-epimerase,,,C10172 C21514
R11632,1 C00002 + 1 C00010 + 1 C00318 <=> 1 C00013 + 1 C00020 + 1 C20750,6.2.1.48,,K02182,,RC00004__C00010_C20750 RC00014__C00318_C20750, 28517,,L-carnitine:CoA ligase (AMP-forming),,,C00002 C00010 C00013 C00020 C00318 C20750
R11633,1 C00001 + 1 C00011 + 1 C00286 <=> 1 C00044 + 1 C00058,1.1.98.6,,K21636,rn00230 rn01100 rn01232,RC00613__C00044_C00286, 51627,,GTP:formate 2'-oxidoreductase,,,C00001 C00011 C00044 C00058 C00286
R11634,1 C00001 + 1 C00011 + 1 C00131 <=> 1 C00002 + 1 C00058,1.1.98.6,,K21636,rn00230 rn01100 rn01232,RC00613__C00002_C00131, 51619,,ATP:formate 2'-oxidoreductase,,,C00001 C00002 C00011 C00058 C00131
R11635,1 C00001 + 1 C00011 + 1 C00460 <=> 1 C00058 + 1 C00075,1.1.98.6,,K21636,rn00240 rn01100 rn01232,RC00613__C00075_C00460, 51631,,UTP:formate 2'-oxidoreductase,,,C00001 C00011 C00058 C00075 C00460
R11636,1 C00001 + 1 C00011 + 1 C00458 <=> 1 C00058 + 1 C00063,1.1.98.6,,K21636,rn00240 rn01100 rn01232,RC00613__C00063_C00458, 51623,,CTP:formate 2'-oxidoreductase,,,C00001 C00011 C00058 C00063 C00458
R11637,1 C00003 + 1 C01697 <=> 1 C00004 + 1 C00080 + 1 C21523,1.1.1.406,,,,RC00089__C01697_C21523, 51691,,galactitol:NAD+ 2-oxidoreductase (L-tagatose-forming),,,C00003 C00004 C00080 C01697 C21523
R11638,1 C00003 + 1 C21524 <=> 1 C00004 + 1 C00080 + 1 C00795,1.1.1.407,,,,RC00102__C00795_C21524, 51711,,D-altritol:NAD+ 5-oxidoreductase,,,C00003 C00004 C00080 C00795 C21524
R11639,1 C00001 + 1 C21525 <=> 1 C20312,1.14.14.41,,K16265,rn00460,RC03480__C20312_C21525,,"the second step of three-step reaction (see R11597, R10030+R11639+R11640)",,,,C00001 C20312 C21525
R11640,1 C00001 + 1 C03161 + 1 C18796 <=> 1 C00007 + 1 C03024 + 1 C21525,1.14.14.41,,K16265,rn00460,RC03481__C18796_C21525, 51951,"the last step of three-step reaction (see R11597, R10030+R11639+R11640)",,,,C00001 C00007 C03024 C03161 C18796 C21525
R11641,1 C00001 + 1 C02420 <=> 1 C20315,1.14.14.41,,K16265,rn00460 rn01100 rn01110,RC03480__C02420_C20315, 51963,"the second step of three-step reaction (see R11598, R10034+R11641+R11642)",,,,C00001 C02420 C20315
R11642,1 C00001 + 1 C02659 + 1 C03161 <=> 1 C00007 + 1 C02420 + 1 C03024,1.14.14.41,,K16265,rn00460 rn01100 rn01110,RC03495__C02420_C02659, 51967,"the last step of three-step reaction (see R11598, R10034+R11641+R11642)",,,,C00001 C00007 C02420 C02659 C03024 C03161
R11643,1 C00007 + 1 C00030 + 1 C21000 <=> 2 C00001 + 1 C00028 + 1 C21528,1.14.19.13,,,,RC02235__C21000_C21528,,,"acyl-CoA,reduced acceptor:oxygen oxidoreductase (15,16 cis-dehydrogenating)",,,C00001 C00007 C00028 C00030 C21000 C21528
R11644,1 C00007 + 2 C00080 + 2 C00999 + 1 C21529 <=> 2 C00001 + 2 C00996 + 1 C21530,1.14.19.12,,,,RC00917__C21529_C21530,,,"acyl-[glycerolipid],ferrocytochrome b5:oxygen oxidoreductase [omega(9-4),omega(9-5) cis-dehydrogenating]",,,C00001 C00007 C00080 C00996 C00999 C21529 C21530
R11645,1 C00007 + 2 C00080 + 2 C00999 + 1 C21531 <=> 2 C00001 + 2 C00996 + 1 C21532,1.14.19.12,,,,RC00917__C21531_C21532,,,"acyl-[glycerolipid],ferrocytochrome b5:oxygen oxidoreductase [omega(9-4),omega(9-5) cis-dehydrogenating]",,,C00001 C00007 C00080 C00996 C00999 C21531 C21532
R11646,2 C00007 + 2 C03024 + 1 C98962 <=> 3 C00001 + 1 C00011 + 2 C03161 + 1 C98964,1.14.14.42,,,,RC02295__C21534_C21535, 51975,three-step reaction (see R11647+R11648+R11649),"L-homomethionine,[NADPH---hemoprotein reductase]:oxygen oxidoreductase",,,C00001 C00007 C00011 C03024 C03161 C98962 C98964
R11647,1 C00001 + 1 C03161 + 1 C21536 <=> 1 C00007 + 1 C03024 + 1 C98962,1.14.14.42,,,,RC00365__C21534_C21536, 24323,"the first step of three-step reaction (see R11646, R11647+R11648+R11649)",,,,C00001 C00007 C03024 C03161 C21536 C98962
R11648,1 C00001 + 1 C03161 + 1 C21537 <=> 1 C00007 + 1 C03024 + 1 C21536,1.14.14.42,,,,RC01918__C21536_C21537, 51979,"the second step of three-step reaction (see R11646, R11647+R11648+R11649)",,,,C00001 C00007 C03024 C03161 C21536 C21537
R11649,1 C00001 + 1 C00011 + 1 C98964 <=> 1 C21537,1.14.14.42,,,,RC01936__C21535_C21537, 51983,"the last step of three-step reaction (see R11646, R11647+R11648+R11649)",,,,C00001 C00011 C21537 C98964
R11650,1 C00007 + 1 C00051 + 1 C03024 + 1 C98964 <=> 2 C00001 + 1 C03161 + 1 C21539,1.14.14.43,,,,RC03482__C21535_C21539, 51995,two-step reaction (see R11651+R11652),"(E)-omega-(methylthio)alkananaldoxime,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)",,,C00001 C00007 C00051 C03024 C03161 C21539 C98964
R11651,1 C00001 + 1 C03161 + 1 C21538 <=> 1 C00007 + 1 C03024 + 1 C98964,1.14.14.43,,,,RC02452__C21535_C21538, 51999,"the first step of two-step reaction (see R11650, R11651+R11652)",,,,C00001 C00007 C03024 C03161 C21538 C98964
R11652,1 C00001 + 1 C21539 <=> 1 C00051 + 1 C21538,1.14.14.43,,,,RC02367__C21538_C21539, 52003,"the second step of two-step reaction (see R11650, R11651+R11652)",,,,C00001 C00051 C21538 C21539
R11653,1 C00001 + 1 C00016 + 1 C98923 <=> 1 C00007 + 1 C01352 + 1 C98921,1.14.14.20,,,,RC00046__C00090_C00146, 49283,,"phenol,FADH2:oxygen oxidoreductase (2-hydroxylating)",,,C00001 C00007 C00016 C01352 C98921 C98923
R11654,1 C00028 + 1 C21527 <=> 1 C00030 + 1 C21526,1.3.99.38,,,,RC00212__C21526_C21527, 51927,,menaquinone-9 oxidoreductase (beta-dihydromenaquinone-9-forming),,,C00028 C00030 C21526 C21527
R11655,1 C00001 + 1 C00003 + 1 C21559 <=> 1 C00004 + 1 C00026 + 1 C00080 + 1 C03401,1.5.1.51,M00875,K21721,rn00997 rn00998 rn01100 rn01110,RC00217__C03401_C21559 RC01532__C00026_C21559, 51931,,"N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate:NAD+ dehydrogenase (L-2,3-diaminopropanoate-forming)",,,C00001 C00003 C00004 C00026 C00080 C03401 C21559
R11656,1 C00001 + 1 C03161 + 1 C21560 <=> 1 C00007 + 1 C03024 + 1 C11877,1.14.14.70,,K21719,rn00904 rn01110,RC01218__C11877_C21560, 41467,,"ent-sandaracopimaradiene,NADPH:oxygen oxidoreductase (ent-sandaracopimaradien-3beta-ol forming)",,,C00001 C00007 C03024 C03161 C11877 C21560
R11657,1 C00001 + 1 C03161 + 1 C21561 <=> 1 C00007 + 1 C03024 + 1 C21560,1.14.14.122,,K21718,rn00904 rn01110,RC03138__C21560_C21561, 41471,,"ent-sandaracopimaradien-3beta-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (oryzalexin E forming)",,,C00001 C00007 C03024 C03161 C21560 C21561
R11658,1 C00001 + 1 C03161 + 1 C21562 <=> 1 C00007 + 1 C03024 + 1 C21560,1.14.14.123,,K16084,rn00904 rn01110,RC00723__C21560_C21562, 41475,,"ent-sandaracopimaradien-3beta-ol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (oryzalexin D forming)",,,C00001 C00007 C03024 C03161 C21560 C21562
R11659,1 C00051 + 1 C21563 <=> 1 C00127 + 1 C98922,1.8.5.7,,,,RC03483__C00530_C21563, 51939,,2-(glutathione-S-yl)-hydroquinone:glutathione oxidoreductase,,,C00051 C00127 C21563 C98922
R11660,1 C00001 + 1 C00028 + m C00461 + 1 C21564 <=> 1 C00007 + 1 C00030 + n+m C00461,1.14.99.53,,,,,,,"chitin,hydrogen-donor:oxygen oxidoreductase (N-acetyl-beta-D-glucosaminyl C1-hydroxylating/C4-dehdrogenating)",,,C00001 C00007 C00028 C00030 C00461 C21564
R11661,1 C00016 + 1 C21571 <=> 1 C01352 + 1 C21572,,M00837,K21779,rn00333 rn01100 rn01110,,,,2-methyl-3-n-amyl-dihydropyrrole:amine oxidoreductase,,,C00016 C01352 C21571 C21572
R11662,1 C00002 + 1 C21570 + 1 C21572 <=> 1 C00008 + 1 C00009 + 1 C21565,,M00837,K21787,rn00333 rn01100 rn01110,,,,,,,C00002 C00008 C00009 C21565 C21570 C21572
R11663,1 C00001 + 1 C00006 + 1 C21574 <=> 1 C00005 + 1 C00080 + 1 C21573,,M00838,K21793,rn00333 rn01100 rn01110,RC03484__C21573_C21574,,NADH (see R11666),"4-keto-2-undecylpyrroline,NADPH: oxidoreductase",,,C00001 C00005 C00006 C00080 C21573 C21574
R11664,1 C00037 + 1 C02679 + 1 C98986 <=> 2 C00001 + 1 C00010 + 2 C00011 + 1 C21573,,M00838,K21792,rn00333 rn01100 rn01110,,,multi-step reaction,,,,C00001 C00010 C00011 C00037 C02679 C21573 C98986
R11665,1 C00229 + 1 C12483 <=> 1 C21097 + 1 C21567,2.3.1.-,M00837 M00838,K21783,rn00333 rn01100 rn01110,,,,,,,C00229 C12483 C21097 C21567
R11666,1 C00001 + 1 C00003 + 1 C21574 <=> 1 C00004 + 1 C00080 + 1 C21573,,M00838,K21793,rn00333 rn01100 rn01110,RC03484__C21573_C21574,,NADPH+ (see R11663),"4-keto-2-undecylpyrroline,NADH: oxidoreductase",,,C00001 C00003 C00004 C00080 C21573 C21574
R11667,1 C00001 + 1 C00010 + 2 C00011 + 1 C00229 + 1 C21568 <=> 1 C00065 + 1 C21567 + 1 C98986,,M00837 M00838,K21784,rn00333 rn01100 rn01110,,,,,,,C00001 C00010 C00011 C00065 C00229 C21567 C21568 C98986
R11668,1 C00005 + 1 C00080 + 1 C21569 <=> 1 C00006 + 1 C21568,,M00837 M00838,K21785,rn00333 rn01100 rn01110,RC00116__C21568_C21569,,NAD+ (see R11669),"4-hydroxy-2,2'-bipyrrole-5-methanal:NADP+ oxidoreductase",,,C00005 C00006 C00080 C21568 C21569
R11669,1 C00003 + 1 C21568 <=> 1 C00004 + 1 C00080 + 1 C21569,,M00837 M00838,K21785,rn00333 rn01100 rn01110,RC00116__C21568_C21569,,NADP+ (see R11668),"4-hydroxy-2,2'-bipyrrole-5-methanal:NAD+ oxidoreductase",,,C00003 C00004 C00080 C21568 C21569
R11670,1 C00019 + 1 C21569 <=> 1 C00021 + 1 C21570,2.1.1.-,M00837 M00838,K21786 K27675,rn00333 rn01100 rn01110,RC00392__C21569_C21570,,,"S-adenosyl-L-methionine:4-hydroxy-2,2'-bipyrrole-5-carbaldehyde 4-O-methyltransferase",,,C00019 C00021 C21569 C21570
R11671,1 C00024 + 1 C98986 <=> 1 C05223,,,K00059 K00208 K00645 K21788 K21789 K21790,rn00333 rn01110,,,multi-step reaction;fatty acid synthesis,,,,C00024 C05223 C98986
R11672,1 C00045 + 1 C21139 <=> 1 C00161 + 1 C21571,2.6.1.-,M00837,K21778,rn00333 rn01100 rn01110,,,aminotransferase,,,,C00045 C00161 C21139 C21571
R11673,1 C00002 + 1 C21570 + 1 C21574 <=> 1 C00008 + 1 C00009 + 1 C12023,,M00838,K21787,rn00333 rn01100 rn01110,,,,,,,C00002 C00008 C00009 C12023 C21570 C21574
R11674,2 C00003 + 2 C00138 + 1 C21175 <=> 2 C00004 + 2 C00139 + 1 C00323,1.3.1.108,,,,RC01235__C00323_C21175,,,"3-(3,4-dihydroxyphenyl)propanoyl-CoA:NAD+,ferredoxin oxidoreductase",,,C00003 C00004 C00138 C00139 C00323 C21175
R11675,2 C00003 + 1 C00136 + 2 C00138 <=> 2 C00004 + 2 C00139 + 1 C00877,1.3.1.109,,,,RC00076__C00136_C00877, 46963,,"butanoyl-CoA:NAD+, ferredoxin oxidoreductase",,,C00003 C00004 C00136 C00138 C00139 C00877
R11676,2 C00003 + 2 C00138 + 1 C01432 <=> 2 C00004 + 1 C00022 + 2 C00139,1.1.1.436,,,,RC00044__C00022_C01432, 46967,,"lactate:NAD+,ferredoxin oxidoreductase",,,C00003 C00004 C00022 C00138 C00139 C01432
R11677,1 C00001 + 1 C00003 + 1 C21181 <=> 1 C00004 + 1 C00080 + 1 C11499,1.2.1.97,,,,RC00242__C11499_C21181, 47935,,(2S)-3-sulfolactaldehyde:NAD+ oxidoreductase,,,C00001 C00003 C00004 C00080 C11499 C21181
R11678,1 C00001 + 1 C00006 + 1 C21181 <=> 1 C00005 + 1 C00080 + 1 C11499,1.2.1.97,,,,RC00242__C11499_C21181, 47931,,(2S)-3-sulfolactaldehyde:NADP+ oxidoreductase,,,C00001 C00005 C00006 C00080 C11499 C21181
R11679,1 C00002 + 1 C00005 + 1 C00080 + 1 C00956 <=> 1 C00006 + 1 C00013 + 1 C00020 + 1 C04076,1.2.1.95,,K00143,rn01230,RC00080__C00956_C04076, 46939,,(S)-2-amino-6-oxohexanoate:NADP+ oxidoreductase (ATP-forming),,,C00002 C00005 C00006 C00013 C00020 C00080 C00956 C04076
R11680,1 C00001 + 1 C01277 <=> 1 C00009 + 1 C01194,3.1.3.-,,K21797 K21798,rn00562 rn01100,RC00078__C01194_C01277,,phosphatidyl-myo-inositol-4-phosphate 4-phosphohydrolase,,,,C00001 C00009 C01194 C01277
R11681,1 C00019 + 1 C07304 <=> 1 C00021 + 1 C21566,2.1.1.-,,K22091,rn00950 rn01110,RC00392__C07304_C21566,,,S-adenosyl-L-methionine:deacetylisoipecoside 6-O-methyltransferase,,,C00019 C00021 C07304 C21566
R11682,1 C00001 + 1 C21566 <=> 1 C00031 + 1 C21583,3.2.1.220,,K22092,rn00950 rn01110,RC00049__C21566_C21583,,,6-O-methyldeacetylisoipecoside:beta-glucosidase,,,C00001 C00031 C21566 C21583
R11683,1 C11816 <=> 1 C21583,,,,rn00950 rn01110,,,unclear reaction,,,,C11816 C21583
R11684,1 C00001 + 1 C21584 <=> 1 C03758 + 1 C11816,,,,rn00950 rn01110,RC01071__C03758_C21584 RC01072__C11816_C21584,,enzyme not yet characterized,,,,C00001 C03758 C11816 C21584
R11685,1 C00019 + 1 C21584 <=> 1 C00021 + 1 C09390,2.1.1.395,,K22091,rn00950 rn01110,RC00392__C09390_C21584,,,S-adenosyl-L-methionine:7'-O-demethylcephaeline 7'-O-methyltransferase,,,C00019 C00021 C09390 C21584
R11686,1 C00019 + 1 C09390 <=> 1 C00021 + 1 C09421,2.1.1.396,,K22091,rn00950 rn01110,RC00392__C09390_C09421,,,S-adenosyl-L-methionine:cephaeline 6'-O-methyltransferase,,,C00019 C00021 C09390 C09421
R11687,1 C00001 + 1 C03161 + 1 C21586 <=> 1 C00007 + 1 C02915 + 1 C03024,1.14.14.166,M00946,K20621,rn00950 rn01100 rn01110,RC00236__C02915_C21586,,N-methylcanadine 1-hydroxylase,"(S)-N-methylcanadine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (1-hydroxylating)",,,C00001 C00007 C02915 C03024 C03161 C21586
R11688,1 C00001 + 1 C03161 + 1 C21587 <=> 1 C00007 + 1 C03024 + 1 C21586,1.14.14.163,M00946,K22094,rn00950 rn01100 rn01110,RC01552__C21586_C21587,,,"(S)-1-hydroxy-N-methylcanadine,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (13-hydroxylating)",,,C00001 C00007 C03024 C03161 C21586 C21587
R11689,1 C00010 + 1 C21588 <=> 1 C00024 + 1 C21587,2.3.1.285,M00946,K22095,rn00950 rn01100 rn01110,RC00055__C21587_C21588,,,"acetyl-CoA:(13S,14R)-1,13-dihydroxy-N-methylcanadine O-acetyltransferase",,,C00010 C00024 C21587 C21588
R11690,1 C00001 + 1 C03161 + 1 C21589 <=> 1 C00007 + 1 C03024 + 1 C21588,1.14.14.167,M00946,K22096,rn00950 rn01100 rn01110,RC03497__C21588_C21589,,1-hydroxy-13-O-acetyl-N-methylcanadine 8-hydroxylase,"(13S,14R)-13-O-acetyl-1-hydroxy-N-methylcanadine 8-hydroxylase,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (8-hydroxylating)",,,C00001 C00007 C03024 C03161 C21588 C21589
R11691,1 C00080 + 1 C21590 <=> 1 C21589,,M00946,,rn00950 rn01100 rn01110,,,spontaneous,,,,C00080 C21589 C21590
R11692,1 C00019 + 1 C21590 <=> 1 C00021 + 1 C21591,2.1.1.352,M00946,K23157 K23158,rn00950 rn01100 rn01110,RC00392__C21590_C21591, 57399,O-methyltransferase,S-adenosyl-L-methionine:3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase,,,C00019 C00021 C21590 C21591
R11693,1 C00001 + 1 C21591 <=> 1 C00033 + 1 C20299,3.1.1.105,M00946,K22097,rn00950 rn01100 rn01110,RC00037__C20299_C21591,,,3-O-acetylpapaveroxine acetatehydrolase,,,C00001 C00033 C20299 C21591
R11694,1 C00001 + 1 C21590 <=> 1 C00033 + 1 C21599,3.1.1.105,,K22097,rn00950 rn01110,RC00037__C21590_C21599,,,4'-O-desmethyl-3-O-acetylpapaveroxine acetatehydrolase,,,C00001 C00033 C21590 C21599
R11695,1 C21599 <=> 1 C21600,,,,rn00950 rn01110,,,spontaneous,,,,C21599 C21600
R11696,1 C00003 + 1 C21600 <=> 1 C00004 + 1 C00080 + 1 C09593,1.1.1.415,,K22098,rn00950 rn01110,RC03498__C09593_C21600,,,narcotoline hemiacetal:NAD+ 1-oxidoreductase,,,C00003 C00004 C00080 C09593 C21600
R11697,2 C00019 + 1 C21601 <=> 2 C00021 + 1 C08304,2.1.1.340,,K21937,,RC03038__C08304_C21601, 52267,two-step reaction (see R11698+R11699),S-adenosyl-L-methionine:3-(aminomethyl)indole N-methyltransferase (gramine-forming),,,C00019 C00021 C08304 C21601
R11698,1 C00019 + 1 C21601 <=> 1 C00021 + 1 C21602,2.1.1.340,,K21937,rn00999 rn01110,RC00060__C21601_C21602, 52271,"first step of two-step reaction (see R11697, R11698+R11699);subsequently R11699",S-adenosyl-L-methionine:3-(aminomethyl)indole N-methyltransferase,,,C00019 C00021 C21601 C21602
R11699,1 C00019 + 1 C21602 <=> 1 C00021 + 1 C08304,2.1.1.340,,K21937,rn00999 rn01110,RC00181__C08304_C21602, 52275,"second step of two-step reaction (see R11697, R11698+R11699);following after R11698",S-adenosyl-L-methionine:(1H-indol-3-yl)-N-methylmethanamine N-methyltransferase,,,C00019 C00021 C08304 C21602
R11700,1 C00021 + 1 C00073 + 2 C02869 + 1 C05198 + 1 C14818 + 1 C21603 <=> 2 C00019 + 1 C00032 + 2 C02745,2.1.1.342,,K21936,,, 15432,,S-adenosyl-L-methionine:protoheme C-methyltransferase (anaerobilin-producing),,,C00019 C00021 C00032 C00073 C02745 C02869 C05198 C14818 C21603
R11701,1 C00010 + 1 C21604 <=> 1 C00024 + 1 C01142,2.3.1.264,,K21935,,RC00096__C01142_C21604, 33022,,"acetyl-CoA:(3S)-3,6-diaminohexanoate N6-acetyltransferase",,,C00010 C00024 C01142 C21604
R11702,1 C00035 + 1 C21606 <=> 1 C00096 + 1 C01194,2.4.1.345,,K08256,,RC00049__C01194_C21606,,,GDP-alpha-D-mannose:1-phosphatidyl-1D-myo-inositol 2-alpha-D-mannosyltransferase (configuration-retaining),,Same as: R12038,C00035 C00096 C01194 C21606
R11703,1 C00035 + 1 C21607 <=> 1 C00096 + 1 C21606,2.4.1.346,,K13668,,,,,GDP-alpha-D-mannose:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol 6-alpha-D-mannosyltransferase (configuration-retaining),,Same as: R12040,C00035 C00096 C21606 C21607
R11704,1 C00035 + 1 C21608 <=> 1 C00096 + 1 C21609,2.4.1.346,,K13668,,RC00049__C21608_C21609,,,GDP-alpha-D-mannose:2-O-(6-O-acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol 6-alpha-D-mannosyltransferase (configuration-retaining),,Same as: R12041,C00035 C00096 C21608 C21609
R11705,1 C00009 + 1 C21559 <=> 1 C00025 + 1 C01005,2.5.1.140,M00875,K21949,rn00997 rn00998 rn01100 rn01110,RC00215__C00025_C21559, 52387,,O-phospho-L-serine:L-glutamate N-(2S)-2-amino-2-carboxyethyltransferase,,,C00009 C00025 C01005 C21559
R11706,1 C00002 + 1 C21612 <=> 1 C00008 + 1 C21611,2.7.1.217,,K21948,,RC00017__C21611_C21612, 52555,,ATP:3-dehydro-L-erythronate 4-phosphotransferase,,,C00002 C00008 C21611 C21612
R11707,1 C00002 + 1 C03064 <=> 1 C00008 + 1 C21610,2.7.1.217,,K21948,,RC00017__C03064_C21610, 52559,,ATP:3-dehydro-D-erythronate 4-phosphotransferase; ATP:3-dehydro-L-threonate 4-phosphotransferase,,,C00002 C00008 C03064 C21610
R11708,1 C00001 + 1 C00024 + 1 C02798 <=> 1 C00010 + 1 C21613,2.3.3.19,,K21934,rn00440,RC00004__C00010_C00024 RC00067__C02798_C21613, 52147,,acetyl-CoA:3-phosphonopyruvate C-acetyltransferase,,,C00001 C00010 C00024 C02798 C21613
R11709,1 C00001 + 1 C21582 <=> 1 C20650,1.17.98.2,,,,RC03289__C20650_C21582, 52263,"spontaneous;last step of three-step reaction (see R11710, R11484+R10437+R11709)",,,,C00001 C20650 C21582
R11710,1 C00001 + 2 C00019 + 1 C18161 <=> 2 C00073 + 2 C05198 + 1 C21582,1.17.98.2,,K21312,rn00860 rn01110,RC00769__C18161_C21582, 52255,three-step reaction (see R11484+R10437+R11709),bacteriochlorophyllide-c:S-adenosyl-L-methionine oxidoreductase (C-7(1)-hydroxylating),,,C00001 C00019 C00073 C05198 C18161 C21582
R11711,4 C00001 + 2 C00327 + 2 C00533 + 3 C02869 <=> 4 C00007 + 2 C00062 + 3 C02745,1.14.14.47,,K00491,rn00220 rn01100,RC00177__C00062_C00327, 52327,two-step reaction (see R11712+R11713),"L-arginine,reduced-flavodoxin:oxygen oxidoreductase (nitric-oxide-forming)",,,C00001 C00007 C00062 C00327 C00533 C02745 C02869
R11712,2 C00001 + 2 C02869 + 2 C05933 <=> 2 C00007 + 2 C00062 + 2 C02745,1.14.14.47,,K00491,rn00330 rn01100,RC00330__C00062_C05933, 52331,"the first step of two-step reaction (see R11711, R11712+R11713)",,,,C00001 C00007 C00062 C02745 C02869 C05933
R11713,2 C00001 + 2 C00327 + 2 C00533 + 1 C02869 <=> 2 C00007 + 1 C02745 + 2 C05933,1.14.14.47,,K00491,rn00330 rn01100,RC01044__C00327_C05933, 52335,"the second step of two-step reaction (see R11711, R11712+R11713)",,,,C00001 C00007 C00327 C00533 C02745 C02869 C05933
R11714,1 C00015 + 1 C04656 <=> 1 C00052 + 1 C03518,2.4.1.86,,,,RC00049__C03518_C04656, 53435,,UDP-alpha-D-galactose:N-acetyl-beta-D-glucosaminyl-R 3-beta-D-galactosyltransferase,,,C00015 C00052 C03518 C04656
R11715,1 C00055 + 1 C15939 <=> 1 C00128 + 1 C16177,2.4.3.2,,,,RC00077__C15939_C16177, 52383,,CMP-N-acetyl-beta-neuraminate:a beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-R alpha-(2->3)-N-acetylneuraminyltransferase (configuration-inverting),,,C00055 C00128 C15939 C16177
R11716,1 C00011 + 1 C00111 <=> 1 C21611,4.1.1.104,,K22130,,RC01721__C00111_C21611, 52407,,3-dehydro-4-phospho-L-erythronate carboxy-lyase,,,C00011 C00111 C21611
R11717,1 C00011 + 1 C00111 <=> 1 C21610,4.1.1.104,,K22130,,RC01721__C00111_C21610, 52419,,3-dehydro-4-phospho-D-erythronate carboxy-lyase,,,C00011 C00111 C21610
R11718,1 C01300 + 1 C21614 <=> 1 C05925,4.1.2.59,,K22102,rn00790 rn01100,RC00721__C05925_C21614 RC00943__C01300_C05925, 51019,,"7,8-dihydroneopterin-3'-phosphate glycolaldehyde-phosphate-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]",,,C01300 C05925 C21614
R11719,1 C01300 + 1 C21615 <=> 1 C04895,4.1.2.60,M00841,K22101,rn00790 rn01100 rn01240,RC00721__C04895_C21615 RC00943__C01300_C04895, 52775,,"7,8-dihydroneopterin-3'-triphosphate glycolaldehyde-phosphate-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]",,,C01300 C04895 C21615
R11720,1 C16488 <=> 1 C21616,5.1.3.41,,K10709,,RC00540__C16488_C21616, 28393,,fructoselysine 3-epimerase,,,C16488 C21616
R11721,1 C21612 <=> 1 C21618,5.3.1.35,,K22131,,RC03487__C21612_C21618,,,2-dehydro-L-erythronate isomerase,,,C21612 C21618
R11722,1 C03064 <=> 1 C21617,5.3.1.35,,K22131,,RC03487__C03064_C21617,,,2-dehydro-D-erythronate isomerase,,,C03064 C21617
R11723,1 C00002 + 1 C00332 + 1 C00407 <=> 1 C00010 + 1 C00013 + 1 C00020 + 1 C08511,6.3.2.50,,K22581,,, 52803,,L-isoleucine:acetoacetyl-CoA ligase (tenuazonic acid-forming),,,C00002 C00010 C00013 C00020 C00332 C00407 C08511
R11724,1 C00003 + 1 C21585 <=> 1 C00004 + 1 C00011 + 1 C00080 + 1 C00111,1.1.1.408,,,,RC03485__C00111_C21585, 52399,,4-phospho-D-threonate:NAD+ 3-oxidoreductase,,,C00003 C00004 C00011 C00080 C00111 C21585
R11726,1 C00003 + 1 C03393 <=> 1 C00004 + 1 C00011 + 1 C00080 + 1 C00111,1.1.1.409,,,,RC03485__C00111_C03393, 52411,,4-phospho-D-erythronate:NAD+ 3-oxidoreductase,,,C00003 C00004 C00011 C00080 C00111 C03393
R11730,1 C00001 + 1 C00003 + 1 C21619 <=> 1 C00004 + 1 C00007 + 1 C00080 + 1 C00954,1.14.13.235,,,,RC03365__C00954_C21619, 41214,,"(indol-3-yl)acetate,NADH:oxygen oxidoreductase (2-hydroxylating)",,,C00001 C00003 C00004 C00007 C00080 C00954 C21619
R11731,1 C00019 + 1 C06520 <=> 1 C00021 + 1 C21630,2.1.1.-,,K22088,rn00950 rn01110,RC00392__C06520_C21630,,,S-adenosyl-L-methionine:(S)-norreticuline 7-O-methyltransferase,,,C00019 C00021 C06520 C21630
R11732,1 C00007 + 1 C03024 + 1 C19714 <=> 2 C00001 + 1 C00561 + 1 C03161,1.14.14.44,,,,RC01713__C00561_C19714, 52159,three-step reaction (see R10041+R07638+R11733),"(E)-phenylacetaldehyde oxime,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase",,,C00001 C00007 C00561 C03024 C03161 C19714
